title,authors,published,categories,summary,link
Fast Iterative and Task-Specific Imputation with Online Learning,Rahul Bordoloi; Clémence Réda; Saptarshi Bej,2025-01-23,cs.LG,"Missing feature values are a significant hurdle for downstream
machine-learning tasks such as classification and regression. However, they are
pervasive in multiple real-life use cases, for instance, in drug discovery
research. Moreover, imputation methods might be time-consuming and offer few
guarantees on the imputation quality, especially for not-missing-at-random
mechanisms. We propose an imputation approach named F3I based on the iterative
improvement of a K-nearest neighbor imputation that learns the weights for each
neighbor of a data point, optimizing for the most likely distribution of points
over data points. This algorithm can also be jointly trained with a downstream
task on the imputed values. We provide a theoretical analysis of the imputation
quality by F3I for several types of missing mechanisms. We also demonstrate the
performance of F3I on both synthetic data sets and real-life drug repurposing
and handwritten-digit recognition data.",http://arxiv.org/abs/2501.13786v1
"Defending against Adversarial Malware Attacks on ML-based Android
  Malware Detection Systems",Ping He; Lorenzo Cavallaro; Shouling Ji,2025-01-23,"cs.CR, cs.AI, cs.LG, cs.SE","Android malware presents a persistent threat to users' privacy and data
integrity. To combat this, researchers have proposed machine learning-based
(ML-based) Android malware detection (AMD) systems. However, adversarial
Android malware attacks compromise the detection integrity of the ML-based AMD
systems, raising significant concerns. Existing defenses against adversarial
Android malware provide protections against feature space attacks which
generate adversarial feature vectors only, leaving protection against realistic
threats from problem space attacks which generate real adversarial malware an
open problem. In this paper, we address this gap by proposing ADD, a practical
adversarial Android malware defense framework designed as a plug-in to enhance
the adversarial robustness of the ML-based AMD systems against problem space
attacks. Our extensive evaluation across various ML-based AMD systems
demonstrates that ADD is effective against state-of-the-art problem space
adversarial Android malware attacks. Additionally, ADD shows the defense
effectiveness in enhancing the adversarial robustness of real-world antivirus
solutions.",http://arxiv.org/abs/2501.13782v1
Matrix Completion in Group Testing: Bounds and Simulations,Trung-Khang Tran; Thach V. Bui,2025-01-23,"cs.IT, cs.LG, math.IT","The main goal of group testing is to identify a small number of defective
items in a large population of items. A test on a subset of items is positive
if the subset contains at least one defective item and negative otherwise. In
non-adaptive design, all tests can be tested simultaneously and represented by
a measurement matrix in which a row and a column represent a test and an item,
respectively. An entry in row $i$ and column $j$ is 1 if item $j$ belongs to
the test $i$ and is 0 otherwise. Given an unknown set of defective items, the
objective is to design a measurement matrix such that, by observing its
corresponding outcome vector, the defective items can be recovered efficiently.
The basic trait of this approach is that the measurement matrix has remained
unchanged throughout the course of generating the outcome vector and recovering
defective items. In this paper, we study the case in which some entries in the
measurement matrix are erased, called \emph{the missing measurement matrix},
before the recovery phase of the defective items, and our objective is to fully
recover the measurement matrix from the missing measurement matrix. In
particular, we show that some specific rows with erased entries provide
information aiding the recovery while others do not. Given measurement matrices
and erased entries follow the Bernoulli distribution, we show that before the
erasing event happens, sampling sufficient sets of defective items and their
corresponding outcome vectors can help us recover the measurement matrix from
the missing measurement matrix.",http://arxiv.org/abs/2501.13780v1
"Not Every AI Problem is a Data Problem: We Should Be Intentional About
  Data Scaling",Tanya Rodchenko; Natasha Noy; Nino Scherrer; Jennifer Prendki,2025-01-23,"cs.LG, cs.AI","While Large Language Models require more and more data to train and scale,
rather than looking for any data to acquire, we should consider what types of
tasks are more likely to benefit from data scaling. We should be intentional in
our data acquisition. We argue that the topology of data itself informs which
tasks to prioritize in data scaling, and shapes the development of the next
generation of compute paradigms for tasks where data scaling is inefficient, or
even insufficient.",http://arxiv.org/abs/2501.13779v1
"Explainable XR: Understanding User Behaviors of XR Environments using
  LLM-assisted Analytics Framework",Yoonsang Kim; Zainab Aamir; Mithilesh Singh; Saeed Boorboor; Klaus Mueller; Arie E. Kaufman,2025-01-23,"cs.HC, cs.CL","We present Explainable XR, an end-to-end framework for analyzing user
behavior in diverse eXtended Reality (XR) environments by leveraging Large
Language Models (LLMs) for data interpretation assistance. Existing XR user
analytics frameworks face challenges in handling cross-virtuality - AR, VR, MR
- transitions, multi-user collaborative application scenarios, and the
complexity of multimodal data. Explainable XR addresses these challenges by
providing a virtuality-agnostic solution for the collection, analysis, and
visualization of immersive sessions. We propose three main components in our
framework: (1) A novel user data recording schema, called User Action
Descriptor (UAD), that can capture the users' multimodal actions, along with
their intents and the contexts; (2) a platform-agnostic XR session recorder,
and (3) a visual analytics interface that offers LLM-assisted insights tailored
to the analysts' perspectives, facilitating the exploration and analysis of the
recorded XR session data. We demonstrate the versatility of Explainable XR by
demonstrating five use-case scenarios, in both individual and collaborative XR
applications across virtualities. Our technical evaluation and user studies
show that Explainable XR provides a highly usable analytics solution for
understanding user actions and delivering multifaceted, actionable insights
into user behaviors in immersive environments.",http://arxiv.org/abs/2501.13778v1
"Crossfire: An Elastic Defense Framework for Graph Neural Networks Under
  Bit Flip Attacks",Lorenz Kummer; Samir Moustafa; Wilfried Gansterer; Nils Kriege,2025-01-23,cs.LG,"Bit Flip Attacks (BFAs) are a well-established class of adversarial attacks,
originally developed for Convolutional Neural Networks within the computer
vision domain. Most recently, these attacks have been extended to target Graph
Neural Networks (GNNs), revealing significant vulnerabilities. This new
development naturally raises questions about the best strategies to defend GNNs
against BFAs, a challenge for which no solutions currently exist. Given the
applications of GNNs in critical fields, any defense mechanism must not only
maintain network performance, but also verifiably restore the network to its
pre-attack state. Verifiably restoring the network to its pre-attack state also
eliminates the need for costly evaluations on test data to ensure network
quality. We offer first insights into the effectiveness of existing honeypot-
and hashing-based defenses against BFAs adapted from the computer vision domain
to GNNs, and characterize the shortcomings of these approaches. To overcome
their limitations, we propose Crossfire, a hybrid approach that exploits weight
sparsity and combines hashing and honeypots with bit-level correction of
out-of-distribution weight elements to restore network integrity. Crossfire is
retraining-free and does not require labeled data. Averaged over 2,160
experiments on six benchmark datasets, Crossfire offers a 21.8% higher
probability than its competitors of reconstructing a GNN attacked by a BFA to
its pre-attack state. These experiments cover up to 55 bit flips from various
attacks. Moreover, it improves post-repair prediction quality by 10.85%.
Computational and storage overheads are negligible compared to the inherent
complexity of even the simplest GNNs.",http://arxiv.org/abs/2501.13776v1
Do Large Language Models Truly Understand Geometric Structures?,Xiaofeng Wang; Yiming Wang; Wenhong Zhu; Rui Wang,2025-01-23,cs.CL,"Geometric ability is a significant challenge for large language models (LLMs)
due to the need for advanced spatial comprehension and abstract thinking.
Existing datasets primarily evaluate LLMs on their final answers, but they
cannot truly measure their true understanding of geometric structures, as LLMs
can arrive at correct answers by coincidence. To fill this gap, we introduce
the GeomRel dataset, designed to evaluate LLMs' understanding of geometric
structures by isolating the core step of geometric relationship identification
in problem-solving. Using this benchmark, we conduct thorough evaluations of
diverse LLMs and identify key limitations in understanding geometric
structures. We further propose the Geometry Chain-of-Thought (GeoCoT) method,
which enhances LLMs' ability to identify geometric relationships, resulting in
significant performance improvements.",http://arxiv.org/abs/2501.13773v1
"Tune In, Act Up: Exploring the Impact of Audio Modality-Specific Edits
  on Large Audio Language Models in Jailbreak",Erjia Xiao; Hao Cheng; Jing Shao; Jinhao Duan; Kaidi Xu; Le Yang; Jindong Gu; Renjing Xu,2025-01-23,"cs.SD, cs.AI, cs.LG, cs.MM, eess.AS","Large Language Models (LLMs) demonstrate remarkable zero-shot performance
across various natural language processing tasks. The integration of multimodal
encoders extends their capabilities, enabling the development of Multimodal
Large Language Models that process vision, audio, and text. However, these
capabilities also raise significant security concerns, as these models can be
manipulated to generate harmful or inappropriate content through jailbreak.
While extensive research explores the impact of modality-specific input edits
on text-based LLMs and Large Vision-Language Models in jailbreak, the effects
of audio-specific edits on Large Audio-Language Models (LALMs) remain
underexplored. Hence, this paper addresses this gap by investigating how
audio-specific edits influence LALMs inference regarding jailbreak. We
introduce the Audio Editing Toolbox (AET), which enables audio-modality edits
such as tone adjustment, word emphasis, and noise injection, and the Edited
Audio Datasets (EADs), a comprehensive audio jailbreak benchmark. We also
conduct extensive evaluations of state-of-the-art LALMs to assess their
robustness under different audio edits. This work lays the groundwork for
future explorations on audio-modality interactions in LALMs security.",http://arxiv.org/abs/2501.13772v1
"An Efficient Diffusion-based Non-Autoregressive Solver for Traveling
  Salesman Problem",Mingzhao Wang; You Zhou; Zhiguang Cao; Yubin Xiao; Xuan Wu; Wei Pang; Yuan Jiang; Hui Yang; Peng Zhao; Yuanshu Li,2025-01-23,cs.LG,"Recent advances in neural models have shown considerable promise in solving
Traveling Salesman Problems (TSPs) without relying on much hand-crafted
engineering. However, while non-autoregressive (NAR) approaches benefit from
faster inference through parallelism, they typically deliver solutions of
inferior quality compared to autoregressive ones. To enhance the solution
quality while maintaining fast inference, we propose DEITSP, a diffusion model
with efficient iterations tailored for TSP that operates in a NAR manner.
Firstly, we introduce a one-step diffusion model that integrates the controlled
discrete noise addition process with self-consistency enhancement, enabling
optimal solution prediction through simultaneous denoising of multiple
solutions. Secondly, we design a dual-modality graph transformer to bolster the
extraction and fusion of features from node and edge modalities, while further
accelerating the inference with fewer layers. Thirdly, we develop an efficient
iterative strategy that alternates between adding and removing noise to improve
exploration compared to previous diffusion methods. Additionally, we devise a
scheduling framework to progressively refine the solution space by adjusting
noise levels, facilitating a smooth search for optimal solutions. Extensive
experiments on real-world and large-scale TSP instances demonstrate that DEITSP
performs favorably against existing neural approaches in terms of solution
quality, inference latency, and generalization ability. Our code is available
at $\href{https://github.com/DEITSP/DEITSP}{https://github.com/DEITSP/DEITSP}$.",http://arxiv.org/abs/2501.13767v1
"UGMathBench: A Diverse and Dynamic Benchmark for Undergraduate-Level
  Mathematical Reasoning with Large Language Models",Xin Xu; Jiaxin Zhang; Tianhao Chen; Zitong Chao; Jishan Hu; Can Yang,2025-01-23,"cs.CL, cs.AI","Large Language Models (LLMs) have made significant strides in mathematical
reasoning, underscoring the need for a comprehensive and fair evaluation of
their capabilities. However, existing benchmarks often fall short, either
lacking extensive coverage of undergraduate-level mathematical problems or
probably suffering from test-set contamination. To address these issues, we
introduce UGMathBench, a diverse and dynamic benchmark specifically designed
for evaluating undergraduate-level mathematical reasoning with LLMs.
UGMathBench comprises 5,062 problems across 16 subjects and 111 topics,
featuring 10 distinct answer types. Each problem includes three randomized
versions, with additional versions planned for release as leading open-source
LLMs become saturated in UGMathBench. Furthermore, we propose two key metrics:
effective accuracy (EAcc), which measures the percentage of correctly solved
problems across all three versions, and reasoning gap ($\Delta$), which
assesses reasoning robustness by calculating the difference between the average
accuracy across all versions and EAcc. Our extensive evaluation of 23 leading
LLMs reveals that the highest EAcc achieved is 56.3\% by OpenAI-o1-mini, with
large $\Delta$ values observed across different models. This highlights the
need for future research aimed at developing ""large reasoning models"" with high
EAcc and $\Delta = 0$. We anticipate that the release of UGMathBench, along
with its detailed evaluation codes, will serve as a valuable resource to
advance the development of LLMs in solving mathematical problems.",http://arxiv.org/abs/2501.13766v1
"Integrating Causality with Neurochaos Learning: Proposed Approach and
  Research Agenda",Nanjangud C. Narendra; Nithin Nagaraj,2025-01-23,"cs.LG, cs.AI, I.2.6","Deep learning implemented via neural networks, has revolutionized machine
learning by providing methods for complex tasks such as object
detection/classification and prediction. However, architectures based on deep
neural networks have started to yield diminishing returns, primarily due to
their statistical nature and inability to capture causal structure in the
training data. Another issue with deep learning is its high energy consumption,
which is not that desirable from a sustainability perspective.
  Therefore, alternative approaches are being considered to address these
issues, both of which are inspired by the functioning of the human brain. One
approach is causal learning, which takes into account causality among the items
in the dataset on which the neural network is trained. It is expected that this
will help minimize the spurious correlations that are prevalent in the learned
representations of deep neural networks. The other approach is Neurochaos
Learning, a recent development, which draws its inspiration from the nonlinear
chaotic firing intrinsic to neurons in biological neural networks
(brain/central nervous system). Both approaches have shown improved results
over just deep learning alone.
  To that end, in this position paper, we investigate how causal and neurochaos
learning approaches can be integrated together to produce better results,
especially in domains that contain linked data. We propose an approach for this
integration to enhance classification, prediction and reinforcement learning.
We also propose a set of research questions that need to be investigated in
order to make this integration a reality.",http://arxiv.org/abs/2501.13763v1
"On Deciding the Data Complexity of Answering Linear Monadic Datalog
  Queries with LTL Operators(Extended Version)",Alessandro Artale; Anton Gnatenko; Vladislav Ryzhikov; Michael Zakharyaschev,2025-01-23,"cs.AI, cs.CC, cs.LO","Our concern is the data complexity of answering linear monadic datalog
queries whose atoms in the rule bodies can be prefixed by operators of linear
temporal logic LTL. We first observe that, for data complexity, answering any
connected query with operators $\bigcirc/\bigcirc^-$ (at the next/previous
moment) is either in AC0, or in $ACC0\!\setminus\!AC0$, or $NC^1$-complete, or
LogSpace-hard and in NLogSpace. Then we show that the problem of deciding
LogSpace-hardness of answering such queries is PSpace-complete, while checking
membership in the classes AC0 and ACC0 as well as $NC^1$-completeness can be
done in ExpSpace. Finally, we prove that membership in AC0 or in ACC0,
$NC^1$-completeness, and LogSpace-hardness are undecidable for queries with
operators $\Diamond_f/\Diamond_p$ (sometime in the future/past) provided that
$NC^1 \ne NLogSpace$, and $LogSpace \ne NLogSpace$.",http://arxiv.org/abs/2501.13762v1
2-Tier SimCSE: Elevating BERT for Robust Sentence Embeddings,Yumeng Wang; Ziran Zhou; Junjin Wang,2025-01-23,"cs.CL, cs.AI, cs.LG","Effective sentence embeddings that capture semantic nuances and generalize
well across diverse contexts are crucial for natural language processing tasks.
We address this challenge by applying SimCSE (Simple Contrastive Learning of
Sentence Embeddings) using contrastive learning to fine-tune the minBERT model
for sentiment analysis, semantic textual similarity (STS), and paraphrase
detection. Our contributions include experimenting with three different dropout
techniques, namely standard dropout, curriculum dropout, and adaptive dropout,
to tackle overfitting, proposing a novel 2-Tier SimCSE Fine-tuning Model that
combines both unsupervised and supervised SimCSE on STS task, and exploring
transfer learning potential for Paraphrase and SST tasks. Our findings
demonstrate the effectiveness of SimCSE, with the 2-Tier model achieving
superior performance on the STS task, with an average test score of 0.742
across all three downstream tasks. The results of error analysis reveals
challenges in handling complex sentiments and reliance on lexical overlap for
paraphrase detection, highlighting areas for future research. The ablation
study revealed that removing Adaptive Dropout in the Single-Task Unsupervised
SimCSE Model led to improved performance on the STS task, indicating
overfitting due to added parameters. Transfer learning from SimCSE models on
Paraphrase and SST tasks did not enhance performance, suggesting limited
transferability of knowledge from the STS task.",http://arxiv.org/abs/2501.13758v1
"Solving the long-tailed distribution problem by exploiting the synergies
  and balance of different techniques",Ziheng Wang; Toni Lassila; Sharib Ali,2025-01-23,"cs.CV, cs.AI, cs.LG","In real-world data, long-tailed data distribution is common, making it
challenging for models trained on empirical risk minimisation to learn and
classify tail classes effectively. While many studies have sought to improve
long tail recognition by altering the data distribution in the feature space
and adjusting model decision boundaries, research on the synergy and corrective
approach among various methods is limited. Our study delves into three
long-tail recognition techniques: Supervised Contrastive Learning (SCL),
Rare-Class Sample Generator (RSG), and Label-Distribution-Aware Margin Loss
(LDAM). SCL enhances intra-class clusters based on feature similarity and
promotes clear inter-class separability but tends to favour dominant classes
only. When RSG is integrated into the model, we observed that the intra-class
features further cluster towards the class centre, which demonstrates a
synergistic effect together with SCL's principle of enhancing intra-class
clustering. RSG generates new tail features and compensates for the tail
feature space squeezed by SCL. Similarly, LDAM is known to introduce a larger
margin specifically for tail classes; we demonstrate that LDAM further bolsters
the model's performance on tail classes when combined with the more explicit
decision boundaries achieved by SCL and RSG. Furthermore, SCL can compensate
for the dominant class accuracy sacrificed by RSG and LDAM. Our research
emphasises the synergy and balance among the three techniques, with each
amplifying the strengths of the others and mitigating their shortcomings. Our
experiment on long-tailed distribution datasets, using an end-to-end
architecture, yields competitive results by enhancing tail class accuracy
without compromising dominant class performance, achieving a balanced
improvement across all classes.",http://arxiv.org/abs/2501.13756v1
"On Disentangled Training for Nonlinear Transform in Learned Image
  Compression",Han Li; Shaohui Li; Wenrui Dai; Maida Cao; Nuowen Kan; Chenglin Li; Junni Zou; Hongkai Xiong,2025-01-23,"eess.IV, cs.CV","Learned image compression (LIC) has demonstrated superior rate-distortion
(R-D) performance compared to traditional codecs, but is challenged by training
inefficiency that could incur more than two weeks to train a state-of-the-art
model from scratch. Existing LIC methods overlook the slow convergence caused
by compacting energy in learning nonlinear transforms. In this paper, we first
reveal that such energy compaction consists of two components, i.e., feature
decorrelation and uneven energy modulation. On such basis, we propose a linear
auxiliary transform (AuxT) to disentangle energy compaction in training
nonlinear transforms. The proposed AuxT obtains coarse approximation to achieve
efficient energy compaction such that distribution fitting with the nonlinear
transforms can be simplified to fine details. We then develop wavelet-based
linear shortcuts (WLSs) for AuxT that leverages wavelet-based downsampling and
orthogonal linear projection for feature decorrelation and subband-aware
scaling for uneven energy modulation. AuxT is lightweight and plug-and-play to
be integrated into diverse LIC models to address the slow convergence issue.
Experimental results demonstrate that the proposed approach can accelerate
training of LIC models by 2 times and simultaneously achieves an average 1\%
BD-rate reduction. To our best knowledge, this is one of the first successful
attempt that can significantly improve the convergence of LIC with comparable
or superior rate-distortion performance. Code will be released at
\url{https://github.com/qingshi9974/AuxT}",http://arxiv.org/abs/2501.13751v1
Exact Soft Analytical Side-Channel Attacks using Tractable Circuits,Thomas Wedenig; Rishub Nagpal; Gaëtan Cassiers; Stefan Mangard; Robert Peharz,2025-01-23,"cs.LG, cs.CR","Detecting weaknesses in cryptographic algorithms is of utmost importance for
designing secure information systems. The state-of-the-art soft analytical
side-channel attack (SASCA) uses physical leakage information to make
probabilistic predictions about intermediate computations and combines these
""guesses"" with the known algorithmic logic to compute the posterior
distribution over the key. This attack is commonly performed via loopy belief
propagation, which, however, lacks guarantees in terms of convergence and
inference quality. In this paper, we develop a fast and exact inference method
for SASCA, denoted as ExSASCA, by leveraging knowledge compilation and
tractable probabilistic circuits. When attacking the Advanced Encryption
Standard (AES), the most widely used encryption algorithm to date, ExSASCA
outperforms SASCA by more than 31% top-1 success rate absolute. By leveraging
sparse belief messages, this performance is achieved with little more
computational cost than SASCA, and about 3 orders of magnitude less than exact
inference via exhaustive enumeration. Even with dense belief messages, ExSASCA
still uses 6 times less computations than exhaustive inference.",http://arxiv.org/abs/2501.13748v1
"EICopilot: Search and Explore Enterprise Information over Large-scale
  Knowledge Graphs with LLM-driven Agents",Yuhui Yun; Huilong Ye; Xinru Li; Ruojia Li; Jingfeng Deng; Li Li; Haoyi Xiong,2025-01-23,"cs.IR, cs.AI","The paper introduces EICopilot, an novel agent-based solution enhancing
search and exploration of enterprise registration data within extensive online
knowledge graphs like those detailing legal entities, registered capital, and
major shareholders. Traditional methods necessitate text-based queries and
manual subgraph explorations, often resulting in time-consuming processes.
EICopilot, deployed as a chatbot via Baidu Enterprise Search, improves this
landscape by utilizing Large Language Models (LLMs) to interpret natural
language queries. This solution automatically generates and executes Gremlin
scripts, providing efficient summaries of complex enterprise relationships.
Distinct feature a data pre-processing pipeline that compiles and annotates
representative queries into a vector database of examples for In-context
learning (ICL), a comprehensive reasoning pipeline combining Chain-of-Thought
with ICL to enhance Gremlin script generation for knowledge graph search and
exploration, and a novel query masking strategy that improves intent
recognition for heightened script accuracy. Empirical evaluations demonstrate
the superior performance of EICopilot, including speed and accuracy, over
baseline methods, with the \emph{Full Mask} variant achieving a syntax error
rate reduction to as low as 10.00% and an execution correctness of up to
82.14%. These components collectively contribute to superior querying
capabilities and summarization of intricate datasets, positioning EICopilot as
a groundbreaking tool in the exploration and exploitation of large-scale
knowledge graphs for enterprise information search.",http://arxiv.org/abs/2501.13746v1
"GPT-HTree: A Decision Tree Framework Integrating Hierarchical Clustering
  and Large Language Models for Explainable Classification",Te Pei; Fuat Alican; Aaron Ontoyin Yin; Yigit Ihlamur,2025-01-23,cs.LG,"This paper introduces GPT-HTree, a framework combining hierarchical
clustering, decision trees, and large language models (LLMs) to address this
challenge. By leveraging hierarchical clustering to segment individuals based
on salient features, resampling techniques to balance class distributions, and
decision trees to tailor classification paths within each cluster, GPT-HTree
ensures both accuracy and interpretability. LLMs enhance the framework by
generating human-readable cluster descriptions, bridging quantitative analysis
with actionable insights.",http://arxiv.org/abs/2501.13743v1
"A Study of the Plausibility of Attention between RNN Encoders in Natural
  Language Inference",Duc Hau Nguyen; Duc Hau Nguyen; Pascale Sébillot,2025-01-23,cs.CL,"Attention maps in neural models for NLP are appealing to explain the decision
made by a model, hopefully emphasizing words that justify the decision. While
many empirical studies hint that attention maps can provide such justification
from the analysis of sound examples, only a few assess the plausibility of
explanations based on attention maps, i.e., the usefulness of attention maps
for humans to understand the decision. These studies furthermore focus on text
classification. In this paper, we report on a preliminary assessment of
attention maps in a sentence comparison task, namely natural language
inference. We compare the cross-attention weights between two RNN encoders with
human-based and heuristic-based annotations on the eSNLI corpus. We show that
the heuristic reasonably correlates with human annotations and can thus
facilitate evaluation of plausible explanations in sentence comparison tasks.
Raw attention weights however remain only loosely related to a plausible
explanation.",http://arxiv.org/abs/2501.13735v1
"Sample complexity of data-driven tuning of model hyperparameters in
  neural networks with structured parameter-dependent dual function",Maria-Florina Balcan; Anh Tuan Nguyen; Dravyansh Sharma,2025-01-23,cs.LG,"Modern machine learning algorithms, especially deep learning based
techniques, typically involve careful hyperparameter tuning to achieve the best
performance. Despite the surge of intense interest in practical techniques like
Bayesian optimization and random search based approaches to automating this
laborious and compute-intensive task, the fundamental learning theoretic
complexity of tuning hyperparameters for deep neural networks is poorly
understood. Inspired by this glaring gap, we initiate the formal study of
hyperparameter tuning complexity in deep learning through a recently introduced
data driven setting. We assume that we have a series of deep learning tasks,
and we have to tune hyperparameters to do well on average over the distribution
of tasks. A major difficulty is that the utility function as a function of the
hyperparameter is very volatile and furthermore, it is given implicitly by an
optimization problem over the model parameters. This is unlike previous work in
data driven design, where one can typically explicitly model the algorithmic
behavior as a function of the hyperparameters. To tackle this challenge, we
introduce a new technique to characterize the discontinuities and oscillations
of the utility function on any fixed problem instance as we vary the
hyperparameter, our analysis relies on subtle concepts including tools from
differential/algebraic geometry and constrained optimization. This can be used
to show that the learning theoretic complexity of the corresponding family of
utility functions is bounded. We instantiate our results and provide sample
complexity bounds for concrete applications tuning a hyperparameter that
interpolates neural activation functions and setting the kernel parameter in
graph neural networks.",http://arxiv.org/abs/2501.13734v1
"A dimensionality reduction technique based on the Gromov-Wasserstein
  distance",Rafael P. Eufrazio; Eduardo Fernandes Montesuma; Charles C. Cavalcante,2025-01-23,"stat.ML, cs.LG","Analyzing relationships between objects is a pivotal problem within data
science. In this context, Dimensionality reduction (DR) techniques are employed
to generate smaller and more manageable data representations. This paper
proposes a new method for dimensionality reduction, based on optimal
transportation theory and the Gromov-Wasserstein distance. We offer a new
probabilistic view of the classical Multidimensional Scaling (MDS) algorithm
and the nonlinear dimensionality reduction algorithm, Isomap (Isometric Mapping
or Isometric Feature Mapping) that extends the classical MDS, in which we use
the Gromov-Wasserstein distance between the probability measure of
high-dimensional data, and its low-dimensional representation. Through gradient
descent, our method embeds high-dimensional data into a lower-dimensional
space, providing a robust and efficient solution for analyzing complex
high-dimensional datasets.",http://arxiv.org/abs/2501.13732v1
"Pseudocode-Injection Magic: Enabling LLMs to Tackle Graph Computational
  Tasks",Chang Gong; Wanrui Bian; Zhijie Zhang; Weiguo Zheng,2025-01-23,"cs.CL, cs.AI","Graph computational tasks are inherently challenging and often demand the
development of advanced algorithms for effective solutions. With the emergence
of large language models (LLMs), researchers have begun investigating their
potential to address these tasks. However, existing approaches are constrained
by LLMs' limited capability to comprehend complex graph structures and their
high inference costs, rendering them impractical for handling large-scale
graphs. Inspired by human approaches to graph problems, we introduce a novel
framework, PIE (Pseudocode-Injection-Enhanced LLM Reasoning for Graph
Computational Tasks), which consists of three key steps: problem understanding,
prompt design, and code generation. In this framework, LLMs are tasked with
understanding the problem and extracting relevant information to generate
correct code. The responsibility for analyzing the graph structure and
executing the code is delegated to the interpreter. We inject task-related
pseudocodes into the prompts to further assist the LLMs in generating efficient
code. We also employ cost-effective trial-and-error techniques to ensure that
the LLM-generated code executes correctly. Unlike other methods that require
invoking LLMs for each individual test case, PIE only calls the LLM during the
code generation phase, allowing the generated code to be reused and
significantly reducing inference costs. Extensive experiments demonstrate that
PIE outperforms existing baselines in terms of both accuracy and computational
efficiency.",http://arxiv.org/abs/2501.13731v1
Scalable Safe Multi-Agent Reinforcement Learning for Multi-Agent System,Haikuo Du; Fandi Gou; Yunze Cai,2025-01-23,"cs.MA, cs.AI","Safety and scalability are two critical challenges faced by practical
Multi-Agent Systems (MAS). However, existing Multi-Agent Reinforcement Learning
(MARL) algorithms that rely solely on reward shaping are ineffective in
ensuring safety, and their scalability is rather limited due to the fixed-size
network output. To address these issues, we propose a novel framework, Scalable
Safe MARL (SS-MARL), to enhance the safety and scalability of MARL methods.
Leveraging the inherent graph structure of MAS, we design a multi-layer message
passing network to aggregate local observations and communications of varying
sizes. Furthermore, we develop a constrained joint policy optimization method
in the setting of local observation to improve safety. Simulation experiments
demonstrate that SS-MARL achieves a better trade-off between optimality and
safety compared to baselines, and its scalability significantly outperforms the
latest methods in scenarios with a large number of agents. The feasibility of
our method is also verified by hardware implementation with Mecanum-wheeled
vehicles.",http://arxiv.org/abs/2501.13727v1
"RPO: Retrieval Preference Optimization for Robust Retrieval-Augmented
  Generation",Shi-Qi Yan; Zhen-Hua Ling,2025-01-23,cs.CL,"While Retrieval-Augmented Generation (RAG) has exhibited promise in utilizing
external knowledge, its generation process heavily depends on the quality and
accuracy of the retrieved context. Large language models (LLMs) struggle to
evaluate the correctness of non-parametric knowledge retrieved externally when
it differs from internal memorization, leading to knowledge conflicts during
response generation. To this end, we introduce the Retrieval Preference
Optimization (RPO), a lightweight and effective alignment method to adaptively
leverage multi-source knowledge based on retrieval relevance. An implicit
representation of retrieval relevance is derived and incorporated into the
reward model to integrate retrieval evaluation and response generation into a
single model, solving the problem that previous methods necessitate the
additional procedure to assess the retrieval quality. Notably, RPO is the only
RAG-dedicated alignment approach that quantifies the awareness of retrieval
relevance in training, overcoming mathematical obstacles. Experiments on four
datasets demonstrate that RPO outperforms RAG by 4-10% in accuracy without any
extra component, exhibiting its robust generalization.",http://arxiv.org/abs/2501.13726v1
"You Only Crash Once v2: Perceptually Consistent Strong Features for
  One-Stage Domain Adaptive Detection of Space Terrain",Timothy Chase Jr; Christopher Wilson; Karthik Dantu,2025-01-23,"cs.CV, cs.AI, cs.LG, cs.RO","The in-situ detection of planetary, lunar, and small-body surface terrain is
crucial for autonomous spacecraft applications, where learning-based computer
vision methods are increasingly employed to enable intelligence without prior
information or human intervention. However, many of these methods remain
computationally expensive for spacecraft processors and prevent real-time
operation. Training of such algorithms is additionally complex due to the
scarcity of labeled data and reliance on supervised learning approaches.
Unsupervised Domain Adaptation (UDA) offers a promising solution by
facilitating model training with disparate data sources such as simulations or
synthetic scenes, although UDA is difficult to apply to celestial environments
where challenging feature spaces are paramount. To alleviate such issues, You
Only Crash Once (YOCOv1) has studied the integration of Visual Similarity-based
Alignment (VSA) into lightweight one-stage object detection architectures to
improve space terrain UDA. Although proven effective, the approach faces
notable limitations, including performance degradations in multi-class and
high-altitude scenarios. Building upon the foundation of YOCOv1, we propose
novel additions to the VSA scheme that enhance terrain detection capabilities
under UDA, and our approach is evaluated across both simulated and real-world
data. Our second YOCO rendition, YOCOv2, is capable of achieving
state-of-the-art UDA performance on surface terrain detection, where we
showcase improvements upwards of 31% compared with YOCOv1 and terrestrial
state-of-the-art. We demonstrate the practical utility of YOCOv2 with
spacecraft flight hardware performance benchmarking and qualitative evaluation
of NASA mission data.",http://arxiv.org/abs/2501.13725v1
